TEAM_ID,MISSION_TIME,PACKETCOUNT,PACKETTYPE,MODE,SP1RELEASED,SP2RELEASED,ALTITUDE,TEMP,VOLTAGE,GPSTIME,GPSLATITUDE,GPSLONGITUDE,GPSALTITUDE,GPSSATS,SOFTWARESTATE,SP1PACKETCOUNT,SP2PACKETCOUNT,CMDECHO
2092,12:13:43,17,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,18,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,19,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,20,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,21,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,22,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,23,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,0,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,1,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,2,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,3,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,4,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,5,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,6,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,7,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,8,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,9,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,10,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,11,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,12,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,13,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,14,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,15,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,16,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,17,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,18,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,19,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,21,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,20,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,22,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,23,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,24,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,25,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,26,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,27,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,28,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,29,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,30,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,31,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,32,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,33,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,0,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,2,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,3,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,4,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,5,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,6,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,7,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,8,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,9,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,11,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,12,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,13,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,14,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,15,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,16,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,17,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,18,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,19,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,20,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,21,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,23,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,24,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,25,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,26,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,27,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,28,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,29,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,30,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,31,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,32,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,33,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,34,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,36,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,37,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,38,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,39,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,40,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,41,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,42,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,43,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,44,C,S,SP1_ON,SP2_ON,101325,20,50,12:13:43,19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,0,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,1,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,3,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,4,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,5,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,6,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,7,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,8,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,9,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,10,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,11,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,13,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,14,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,15,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,16,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,17,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,18,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,19,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,20,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,21,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,22,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,23,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,24,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,0,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,2,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,3,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,4,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,5,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,6,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,7,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
2092,12:13:43,8,C,S,SP1_ON,SP2_ON,20,20,50,12:13:43, 19.511467637870332, -99.12702339195975,450,5,OK,45,50,CMDECHO
